slug,name,address,vehicle_type,day,time_start,time_end,rate
henderson-building,Henderson Building,"221 Henderson Road, S(159557)",Car,Mon - Sat,05:00 PM,08:00 AM,$2.50 per entry
henderson-building,Henderson Building,"221 Henderson Road, S(159557)",Car,Sun & PH,08:00 AM,08:00 AM,$2.50 per entry
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Mon - Sat,07:00 AM,05:00 PM,$1.50 per 30 mins
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Mon - Sat,05:00 PM,10:00 PM,$3.00 per entry
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Mon - Sat,10:00 PM,07:00 AM,$5.00 per entry
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Sun & PH,07:00 AM,05:00 PM,$3.00 per entry
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Sun & PH,05:00 PM,10:00 PM,$3.00 per entry
the-clift,The Clift,"21 Mccallum Street, S(069047)",Car,Sun & PH,10:00 PM,07:00 AM,$5.00 per entry
henderson-industrial-park-blk-213-to-219,Henderson Industrial Park Blk 213 to 219,"213 Henderson Road, S(159553)",Car,Mon - Sat,08:00 AM,05:00 PM,$1.60 per hour
henderson-industrial-park-blk-213-to-219,Henderson Industrial Park Blk 213 to 219,"213 Henderson Road, S(159553)",Car,Mon - Sat,05:00 PM,08:00 AM,$3.00 per entry
henderson-industrial-park-blk-213-to-219,Henderson Industrial Park Blk 213 to 219,"213 Henderson Road, S(159553)",Car,Sun & PH,08:00 AM,08:00 AM,$3.00 per entry
hilton-singapore-orchard,Hilton Singapore Orchard,"333 Orchard Road, S(238867)",Car,Mon - Sun & PH,06:01 AM,05:59 PM,First hour $3.80; Subsequent 30 mins $2.50
hilton-singapore-orchard,Hilton Singapore Orchard,"333 Orchard Road, S(238867)",Car,Mon - Sun & PH,06:00 PM,06:00 AM,$7.00 per entry
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Mon - Fri,07:00 AM,05:00 PM,First hour $3.21; Subsequent 30 mins $1.61
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Mon - Fri,05:00 PM,07:00 AM,$4.28 per entry
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Sat,07:00 AM,12:00 PM,First hour $3.20; Subsequent 30 mins $1.50
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Sat,12:00 PM,07:00 AM,$4.28 per entry
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Sun & PH,07:00 AM,12:00 PM,First hour $3.20; Subsequent 30 mins $1.50
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Sun & PH,12:00 PM,05:00 PM,$4.28 per entry
the-concourse,The Concourse,"298 Beach Road, S(199554)",Car,Sun & PH,05:00 PM,07:00 AM,$4.00 per entry
high-street-centre,High Street Centre,"1 North Bridge Road, S(179094)",Car,Mon - Sat,07:00 AM,05:00 PM,$2.78 per entry; Capped at $11.01
high-street-centre,High Street Centre,"1 North Bridge Road, S(179094)",Car,Mon - Sat,05:01 PM,06:59 AM,$3.21 per entry
high-street-centre,High Street Centre,"1 North Bridge Road, S(179094)",Car,Sun & PH,07:00 AM,07:00 AM,$3.21 per entry
one-raffles-place,One Raffles Place,"1 Raffles Place, S(048616)",Car,Mon - Fri,07:00 AM,05:00 PM,$3.00 per 30 mins
one-raffles-place,One Raffles Place,"1 Raffles Place, S(048616)",Car,Mon - Fri,05:00 PM,07:00 AM,$3.75 per entry
one-raffles-place,One Raffles Place,"1 Raffles Place, S(048616)",Car,Sat - Sun & PH,07:00 AM,07:00 AM,$3.75 per entry
one-shenton,One Shenton,"1 Shenton Way, S(068803)",Car,Mon - Fri,07:00 AM,06:59 PM,First hour $4.86; Subsequent min $0.09
one-shenton,One Shenton,"1 Shenton Way, S(068803)",Car,Mon - Fri,07:00 PM,06:59 AM,$3.24 per entry
one-shenton,One Shenton,"1 Shenton Way, S(068803)",Car,Sat - Sun & PH,07:00 AM,06:59 AM,$3.24 per entry
holiday-inn-express-singapore-orchard-road,Holiday Inn Express Singapore Orchard Road,"20 Bideford Road, S(229921)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,$3.00 per 30 mins
holiday-inn-singapore-atrium,Holiday Inn Singapore Atrium,"317 Outram Road, S(169075)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,10 mins grace period; Per hour $2.00
one-raffles-quay,One Raffles Quay,1 Raffles Quay S(048583),Car,Mon - Fri,06:00 AM,06:00 PM,$1.18 per 10 mins
one-raffles-quay,One Raffles Quay,1 Raffles Quay S(048583),Car,Mon - Fri,06:00 PM,06:00 AM,First 4 hours $3.21; Subsequent 10 mins $0.30
one-raffles-quay,One Raffles Quay,1 Raffles Quay S(048583),Car,Sat - Sun & PH,06:00 AM,06:00 AM,First 4 hours $3.21; Subsequent 10 mins $0.30
orchard-building,Orchard Building,"1 Grange Road, S(239693)",Car,Mon - Sat,06:30 AM,06:00 PM,$1.40 per 30 mins
orchard-building,Orchard Building,"1 Grange Road, S(239693)",Car,Mon - Sat,06:00 PM,11:00 PM,$1.20 per 30 mins
orchard-building,Orchard Building,"1 Grange Road, S(239693)",Car,Mon - Sat,11:00 PM,06:30 AM,$0.90 per 30 mins; Capped at $7.20
orchard-building,Orchard Building,"1 Grange Road, S(239693)",Car,Sun & PH,06:30 AM,11:00 PM,$1.20 per 30 mins
orchard-building,Orchard Building,"1 Grange Road, S(239693)",Car,Sun & PH,11:00 PM,06:30 AM,$0.90 per 30 mins; Capped at $7.20
orchard-central,Orchard Central,"181 Orchard Road, S(238896)",Car,Mon - Fri,12:00 AM,05:59 PM,10 mins grace period; First hour $2.73; Subsequent 15 mins $0.68
orchard-central,Orchard Central,"181 Orchard Road, S(238896)",Car,Mon - Fri,06:00 PM,12:00 AM,10 mins grace period; $4.09 per entry
orchard-central,Orchard Central,"181 Orchard Road, S(238896)",Car,Sat - Sun & PH,12:00 AM,05:59 PM,10 mins grace period; First hour $2.94; Subsequent 15 mins $0.74
orchard-central,Orchard Central,"181 Orchard Road, S(238896)",Car,Sat - Sun & PH,06:00 PM,11:59 PM,10 mins grace period; $4.41 per entry
orchard-credit-building,Orchard Credit Building,"1 Chang Charn Road, S(159630)",Car,Mon - Sun & PH,07:00 AM,06:59 PM,10 mins grace period; First hour $2.00; Subsequent 30 mins $1.00
orchard-credit-building,Orchard Credit Building,"1 Chang Charn Road, S(159630)",Car,Mon - Sun & PH,07:00 PM,06:59 AM,10 mins grace period; First hour $2.00; Subsequent 30 mins $1.00
holiday-inn-singapore-orchard-city-centre,Holiday Inn Singapore Orchard City Centre,"11 Cavenagh Road, S(229616)",Car,Mon - Fri,12:00 AM,02:59 PM,$4.00 per hour; Capped at $13.90
holiday-inn-singapore-orchard-city-centre,Holiday Inn Singapore Orchard City Centre,"11 Cavenagh Road, S(229616)",Car,Mon - Fri,03:00 PM,11:59 PM,$1.80 per hour; Capped at $13.90
holiday-inn-singapore-orchard-city-centre,Holiday Inn Singapore Orchard City Centre,"11 Cavenagh Road, S(229616)",Car,Sat - Sun & PH,12:00 AM,02:59 PM,$4.00 per hour; Capped at $5.90
holiday-inn-singapore-orchard-city-centre,Holiday Inn Singapore Orchard City Centre,"11 Cavenagh Road, S(229616)",Car,Sat - Sun & PH,03:00 PM,11:59 PM,$1.80 per hour; Capped at $5.90
hong-lim-complex,Hong Lim Complex,531 Upper Cross Street S(050531),Car,Mon - Sat,07:00 AM,05:00 PM,$1.20 per 30 mins
hong-lim-complex,Hong Lim Complex,531 Upper Cross Street S(050531),Car,Mon - Sat,05:00 PM,07:00 AM,$0.60 per 30 mins; Capped at $5.00
hong-lim-complex,Hong Lim Complex,531 Upper Cross Street S(050531),Car,Sun & PH,07:00 AM,07:00 AM,$0.60 per 30 mins
hong-leong-building,Hong Leong Building,"16 Raffles Quay, S(048581)",Car,Mon - Fri,07:00 AM,05:59 PM,10 mins grace period; Per 30 mins $3.00
hong-leong-building,Hong Leong Building,"16 Raffles Quay, S(048581)",Car,Mon - Fri,06:00 PM,06:59 AM,10 mins grace period; Per hour $2.00
hong-leong-building,Hong Leong Building,"16 Raffles Quay, S(048581)",Car,Sat,07:00 AM,12:59 PM,10 mins grace period; Per 30 mins $3.00
hong-leong-building,Hong Leong Building,"16 Raffles Quay, S(048581)",Car,Sat,01:00 PM,06:59 AM,10 mins grace period; Per hour $2.00
hong-leong-building,Hong Leong Building,"16 Raffles Quay, S(048581)",Car,Sun & PH,07:00 AM,06:59 AM,10 mins grace period; Per hour $2.00
orchard-gateway,Orchard Gateway,"277 Orchard Road, S(238858)",Car,Mon - Fri,12:00 AM,05:59 PM,First hour $2.40; Subsequent 30 mins $1.53
orchard-gateway,Orchard Gateway,"277 Orchard Road, S(238858)",Car,Mon - Fri,06:00 PM,11:59 PM,First hour $2.51; Subsequent 30 mins $1.64
orchard-gateway,Orchard Gateway,"277 Orchard Road, S(238858)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,First hour $2.51; Subsequent 30 mins $1.64
the-gateway-150-beach-road,The Gateway @ 150 Beach Road,"150 Beach Road, S(189720)",Car,Mon - Fri,07:00 AM,06:00 PM,First hour $2.80; Subsequent 30 mins $1.50
the-gateway-150-beach-road,The Gateway @ 150 Beach Road,"150 Beach Road, S(189720)",Car,Mon - Fri,06:00 PM,07:00 AM,$3.05 per entry
the-gateway-150-beach-road,The Gateway @ 150 Beach Road,"150 Beach Road, S(189720)",Car,Sat,07:00 AM,01:00 PM,First hour $2.80; Subsequent 30 mins $1.50
the-gateway-150-beach-road,The Gateway @ 150 Beach Road,"150 Beach Road, S(189720)",Car,Sat,01:00 PM,07:00 AM,$3.05 per entry
the-gateway-150-beach-road,The Gateway @ 150 Beach Road,"150 Beach Road, S(189720)",Car,Sun & PH,07:00 AM,07:00 AM,$3.05 per entry
orchard-grand-court,Orchard Grand Court,"131 Killiney Road, S(239571)",Car,Mon - Sat,07:00 AM,05:59 PM,First hour $3.00; Subsequent 30 mins $1.50
orchard-grand-court,Orchard Grand Court,"131 Killiney Road, S(239571)",Car,Mon - Sat,06:00 PM,06:59 AM,$4.00 per entry
orchard-grand-court,Orchard Grand Court,"131 Killiney Road, S(239571)",Car,Sun & PH,07:00 AM,07:00 AM,$4.00 per entry
the-heeren,The Heeren,"260 Orchard Road, S(238855)",Car,Mon - Fri,03:00 AM,04:59 PM,First hour $4.00; Subsequent 30 mins $2.00
the-heeren,The Heeren,"260 Orchard Road, S(238855)",Car,Mon - Fri,05:00 PM,02:59 AM,$4.50 per entry
the-heeren,The Heeren,"260 Orchard Road, S(238855)",Car,Sat - Sun & PH,12:00 AM,12:00 AM,First 2 hours $6.00; Subsequent 30 mins $2.00
the-herencia,The Herencia,"46 Kim Yam Road, S(239351)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50
the-herencia,The Herencia,"46 Kim Yam Road, S(239351)",Car,Mon - Sun & PH,05:00 PM,07:00 AM,10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50
the-lawn-marina-bay,The Lawn @ Marina Bay,"12 Marina Boulevard, S(018982)",Car,Mon - Fri,06:00 AM,06:00 PM,$0.80 per 10 mins
the-lawn-marina-bay,The Lawn @ Marina Bay,"12 Marina Boulevard, S(018982)",Car,Mon - Fri,06:00 PM,06:00 AM,First 4 hours $3.00; Subsequent 10 mins $0.25
the-lawn-marina-bay,The Lawn @ Marina Bay,"12 Marina Boulevard, S(018982)",Car,Sat - Sun & PH,06:00 AM,06:00 AM,First 4 hours $3.00; Subsequent 10 mins $0.25
orchard-plaza,Orchard Plaza,"150 Orchard Road, S(238841)",Car,Mon - Sun & PH,07:00 AM,05:00 PM,10 mins grace period; Per 30 mins $1.65
orchard-plaza,Orchard Plaza,"150 Orchard Road, S(238841)",Car,Mon - Sun & PH,05:00 PM,07:00 AM,10 mins grace period; First 3 hours $4.57; Subsequent 30 mins $1.65
hortpark,HortPark,"33 Hyderabad Road, S(119578)",Car,Mon - Sun & PH,06:00 AM,06:00 AM,15 mins grace period; Per 30 mins $0.60
hortpark,HortPark,"33 Hyderabad Road, S(119578)",Car,Mon - Sun & PH,07:00 PM,10:00 PM,Capped at $5.00
the-luxe,The Luxe,"6 Handy Road, S(229234)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,$1.50 per hour; Capped at $12.00
orchard-hotel-singapore,Orchard Hotel Singapore,"442 Orchard Road, S(238879)",Car,Mon - Sat,07:00 AM,06:00 PM,First hour $3.50; Subsequent 30 mins $1.50
orchard-hotel-singapore,Orchard Hotel Singapore,"442 Orchard Road, S(238879)",Car,Mon - Sat,06:00 PM,07:00 AM,$5.50 per entry
orchard-hotel-singapore,Orchard Hotel Singapore,"442 Orchard Road, S(238879)",Car,Sun & PH,07:00 AM,07:00 AM,$5.50 per entry
hotel-boss,Hotel Boss,"500 Jalan Sultan, S(199020)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,$1.00 per 30 mins
hotel-fort-canning-entrance-2,Hotel Fort Canning (Entrance 2),"11 Canning Walk, S(178881)",Car,Mon - Sun & PH,06:00 AM,06:00 PM,$1.07 per 30 mins
hotel-fort-canning-entrance-2,Hotel Fort Canning (Entrance 2),"11 Canning Walk, S(178881)",Car,Mon - Sun & PH,06:00 PM,06:00 AM,$3.21 per entry
hotel-fort-canning-entrance-1,Hotel Fort Canning (Entrance 1),"11 Canning Walk, S(178881)",Car,Mon - Sun & PH,06:00 AM,06:00 PM,$1.07 per 30 mins
hotel-fort-canning-entrance-1,Hotel Fort Canning (Entrance 1),"11 Canning Walk, S(178881)",Car,Mon - Sun & PH,06:00 PM,06:00 AM,$3.21 per entry
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Mon - Sat,07:00 AM,10:00 AM,$1.20 per 30 mins
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Mon - Sat,10:00 AM,10:30 PM,$1.40 per 30 mins
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Mon - Sat,10:30 PM,07:00 AM,$0.60 per 30 mins
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Sun & PH,07:00 AM,10:00 AM,$0.60 per 30 mins
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Sun & PH,10:00 AM,10:30 PM,$1.40 per 30 mins
the-mint-museum-of-toys,The Mint Museum of Toys,"26 Seah Street, S(188382)",Car,Sun & PH,10:30 PM,07:00 AM,$0.60 per 30 mins
hotel-g-singapore,Hotel G Singapore,"200 Middle Road, S(188980)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,15 mins grace period; Per 30 mins $1.00
orchard-point,Orchard Point,"160 Orchard Road, S(238842)",Car,Mon - Sun & PH,06:00 AM,10:59 PM,10 mins grace period; First hour $2.40; Subsequent 30 mins $1.20
orchard-point,Orchard Point,"160 Orchard Road, S(238842)",Car,Mon - Sun & PH,11:00 PM,05:59 AM,10 mins grace period; First hour $3.00; Subsequent 30 mins $1.50
hotel-grand-pacific,Hotel Grand Pacific,"101 Victoria Street, S(188018)",Car,Mon - Sat,07:00 AM,05:00 PM,$1.50 per 30 mins
hotel-grand-pacific,Hotel Grand Pacific,"101 Victoria Street, S(188018)",Car,Mon - Sat,05:00 PM,07:00 AM,$4.00 per entry
hotel-grand-pacific,Hotel Grand Pacific,"101 Victoria Street, S(188018)",Car,Sun & PH,07:00 AM,07:00 AM,$4.00 per entry
hotel-jen-at-tanglin,Hotel Jen at Tanglin,"1A Cuscaden Road, S(249716)",Car,Mon - Fri,07:00 AM,05:00 PM,First hour $2.40; Subsequent 30 mins $1.20
hotel-jen-at-tanglin,Hotel Jen at Tanglin,"1A Cuscaden Road, S(249716)",Car,Mon - Fri,05:00 PM,07:00 AM,$3.50 per entry
hotel-jen-at-tanglin,Hotel Jen at Tanglin,"1A Cuscaden Road, S(249716)",Car,Sat,07:00 AM,07:00 AM,First hour $2.40; Subsequent 30 mins $1.20
hotel-jen-at-tanglin,Hotel Jen at Tanglin,"1A Cuscaden Road, S(249716)",Car,Sun & PH,07:00 AM,07:00 AM,$3.50 per entry
the-national-museum-of-singapore,The National Museum of Singapore,"93 Stamford Road, S(178897)",Car,Mon - Sun & PH,07:00 AM,06:00 PM,$2.50 per hour
the-national-museum-of-singapore,The National Museum of Singapore,"93 Stamford Road, S(178897)",Car,Mon - Sun & PH,06:00 PM,03:00 AM,$4.00 per entry
the-national-museum-of-singapore,The National Museum of Singapore,"93 Stamford Road, S(178897)",Car,Mon - Sun & PH,03:00 AM,07:00 AM,$4.00 per entry
the-pinnacle-duxton,The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",Car,Mon - Sat,07:00 AM,05:00 PM,$1.40 per 30 mins
the-pinnacle-duxton,The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",Car,Mon - Sat,05:00 PM,10:30 PM,$0.60 per 30 mins
the-pinnacle-duxton,The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",Car,Sun & PH,07:00 AM,10:30 PM,$0.60 per 30 mins
orchard-rendezvous-hotel,Orchard Rendezvous Hotel,"1 Tanglin Road, S(247905)",Car,Mon - Sun & PH,07:00 AM,06:00 PM,First hour $5.00; Subsequent 30 mins $1.50
orchard-rendezvous-hotel,Orchard Rendezvous Hotel,"1 Tanglin Road, S(247905)",Car,Mon - Sun & PH,06:00 PM,07:00 AM,$5.00 per entry
the-pier-at-robertson,The Pier at Robertson,"80 Mohamed Sultan Road, S(239013)",Car,Mon - Fri,08:00 AM,06:00 PM,First hour $1.20; Subsequent 30 mins $0.60
the-pier-at-robertson,The Pier at Robertson,"80 Mohamed Sultan Road, S(239013)",Car,Mon - Fri,06:00 PM,08:00 AM,$4.00 per entry
the-pier-at-robertson,The Pier at Robertson,"80 Mohamed Sultan Road, S(239013)",Car,Sat,08:00 AM,01:00 PM,First hour $1.20; Subsequent 30 mins $0.60
the-pier-at-robertson,The Pier at Robertson,"80 Mohamed Sultan Road, S(239013)",Car,Sat,01:00 PM,08:00 AM,$4.00 per entry
the-pier-at-robertson,The Pier at Robertson,"80 Mohamed Sultan Road, S(239013)",Car,Sun & PH,08:00 AM,08:00 AM,$4.00 per entry
the-quayside,The Quayside,"60 Robertson Quay, S(238252)",Car,Mon - Sun & PH,07:00 AM,06:00 PM,First hour $3.50; Subsequent hour $2.00
the-quayside,The Quayside,"60 Robertson Quay, S(238252)",Car,Mon - Sun & PH,06:00 PM,10:00 PM,$5.00 per entry
the-quayside,The Quayside,"60 Robertson Quay, S(238252)",Car,Mon - Sun & PH,10:00 PM,07:00 AM,$2.00 per 30 mins
orchid-hotel,Orchid Hotel,"1 Tras Link, S(078867)",Car,Mon - Sat,12:00 AM,06:00 PM,First 30 mins $2.00; Subsequent 30 mins $2.00
orchid-hotel,Orchid Hotel,"1 Tras Link, S(078867)",Car,Mon - Sat,06:00 PM,12:00 AM,$3.00 per entry
orchid-hotel,Orchid Hotel,"1 Tras Link, S(078867)",Car,Sun & PH,12:00 AM,12:00 AM,$3.00 per entry
orchard-towers,Orchard Towers,"400 Orchard Road, S(238875)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,First hour $4.00; Subsequent 30 mins $2.00; Capped at $16.00
the-plaza,The Plaza,"7500 Beach Road, S(199590)",Car,Mon - Fri,07:00 AM,04:59 PM,First hour $2.50; Subsequent 30 mins $1.50
the-plaza,The Plaza,"7500 Beach Road, S(199590)",Car,Mon - Fri,05:00 PM,06:59 AM,$2.50 per entry
the-plaza,The Plaza,"7500 Beach Road, S(199590)",Car,Sat,07:00 AM,12:59 PM,First hour $2.50; Subsequent 30 mins $1.50
the-plaza,The Plaza,"7500 Beach Road, S(199590)",Car,Sat,01:00 PM,07:00 AM,$2.50 per entry
the-plaza,The Plaza,"7500 Beach Road, S(199590)",Car,Sun & PH,07:00 AM,07:00 AM,$2.50 per entry
hotel-re,Hotel Re!,175A Chin Swee Road S(169879),Car,Mon - Sun & PH,12:00 AM,12:00 AM,Free parking
hotel-michael,Hotel Michael,"8 Sentosa Gateway, S(098269)",Car,Mon - Thu,12:00 AM,11:59 PM,$6.00 per entry
hotel-michael,Hotel Michael,"8 Sentosa Gateway, S(098269)",Car,Fri - Sun & PH,12:00 AM,11:59 PM,$9.00 per entry
oriental-plaza,Oriental Plaza,"291 New Bridge Road, S(088756)",Car,Mon - Sun & PH,08:00 AM,04:59 PM,10 mins grace period; First hour $2.30; Subsequent 30 mins $1.50
oriental-plaza,Oriental Plaza,"291 New Bridge Road, S(088756)",Car,Mon - Sun & PH,05:00 PM,07:59 AM,10 mins grace period; $2.50 per entry
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Mon - Fri,07:00 AM,06:00 PM,First hour $3.90; Subsequent 30 mins $1.95
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Mon - Fri,06:00 PM,11:59 PM,$3.00 per entry
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Mon - Thu,12:00 AM,06:59 AM,First hour $3.90; Subsequent 30 mins $1.95
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Fri,02:00 AM,06:59 AM,First hour $3.90; Subsequent 30 mins $1.95
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Sat - Sun & PH,07:00 AM,01:59 AM,First 2 hours $2.80; Subsequent hour $1.40
the-ritz-carlton-millenia-singapore,"The Ritz Carlton, Millenia Singapore","7 Raffles Avenue, S(039799)",Car,Sat - Sun & PH,02:00 AM,06:59 AM,First hour $3.90; Subsequent 30 mins $1.95
hotel-rendezvous,Hotel Rendezvous,"9 Bras Basah Road, S(189559)",Car,Mon - Sun & PH,07:00 AM,07:00 AM,First hour $3.70; Subsequent 30 mins $1.90
oue-bayfront,OUE Bayfront,"50 Collyer Quay, S(049321)",Car,Mon - Fri,07:00 AM,05:59 PM,$1.07 per 10 mins
oue-bayfront,OUE Bayfront,"50 Collyer Quay, S(049321)",Car,Mon - Fri,06:00 PM,06:59 AM,$3.75 per entry
oue-bayfront,OUE Bayfront,"50 Collyer Quay, S(049321)",Car,Sat,07:00 AM,02:59 PM,$1.07 per 10 mins
oue-bayfront,OUE Bayfront,"50 Collyer Quay, S(049321)",Car,Sat,03:00 PM,11:59 PM,$3.75 per entry
oue-bayfront,OUE Bayfront,"50 Collyer Quay, S(049321)",Car,Sun & PH,07:00 AM,07:00 AM,$3.75 per entry
oue-downtown-1,OUE Downtown 1,"6 Shenton Way, S(068809)",Car,Mon - Fri,07:00 AM,04:59 PM,$2.70 per 30 mins
oue-downtown-1,OUE Downtown 1,"6 Shenton Way, S(068809)",Car,Mon - Fri,05:00 PM,06:59 AM,$2.70 per entry
oue-downtown-1,OUE Downtown 1,"6 Shenton Way, S(068809)",Car,Sat - Sun & PH,07:00 AM,06:59 AM,$2.70 per entry
the-riverwalk,The Riverwalk,"20 Upper Circular Road, S(055416)",Car,Mon - Sat,07:00 AM,05:00 PM,First hour $2.00; Subsequent 30 mins $1.00
the-riverwalk,The Riverwalk,"20 Upper Circular Road, S(055416)",Car,Mon - Sat,05:00 PM,07:00 AM,$3.21 per entry
the-riverwalk,The Riverwalk,"20 Upper Circular Road, S(055416)",Car,Sun & PH,07:00 AM,07:00 AM,$3.21 per entry
the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard S(018987),Car,Mon - Sat,06:00 AM,05:59 PM,$4.50 per hour
the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard S(018987),Car,Mon - Sat,06:00 PM,05:59 AM,$1.50 per hour
the-sail-marina-bay,The Sail @ Marina Bay,2 Marina Boulevard S(018987),Car,Sun & PH,06:00 AM,05:59 AM,$1.50 per hour
the-ura-centre-basement-car-park,The URA Centre (Basement Car Park),"45 Maxwell Road, S(069118)",Car,Mon - Sat,07:00 AM,10:00 PM,$1.40 per 30 mins
hotel-royal-queens,Hotel Royal Queens,"12 Queen Street, S(188553)",Car,Mon - Sat,08:00 AM,05:00 PM,$1.28 per 30 mins
hotel-royal-queens,Hotel Royal Queens,"12 Queen Street, S(188553)",Car,Mon - Sat,05:00 PM,08:00 AM,$3.21 per entry
hotel-royal-queens,Hotel Royal Queens,"12 Queen Street, S(188553)",Car,Sun & PH,08:00 AM,08:00 AM,$3.21 per entry
oue-downtown-2,OUE Downtown 2,"6 Shenton Way, S(068809)",Car,Mon - Fri,07:00 AM,04:59 PM,$2.70 per 30 mins
oue-downtown-2,OUE Downtown 2,"6 Shenton Way, S(068809)",Car,Mon - Fri,05:00 PM,06:59 AM,$2.70 per entry
oue-downtown-2,OUE Downtown 2,"6 Shenton Way, S(068809)",Car,Sat - Sun & PH,07:00 AM,06:59 AM,$2.70 per entry
